22_256_636,117,17,预警,2023-09-05 10:12:11,2023-09-05 10:13:50,30
22_257_611,113,18,预警,2023-09-05 10:11:51,2023-09-05 10:13:52,21
24_293_604,115,7,预警,2023-09-05 10:12:33,2023-09-05 10:13:54,4
21_249_660,117,28,停止,2023-09-05 10:11:38,2023-09-05 10:13:56,11
23_222_630,109,10,预警,2023-09-05 10:13:10,2023-09-05 10:13:58,16
30_281_700,109,23,预警,2023-09-05 10:13:38,2023-09-05 10:14:00,24
26_216_646,117,19,预警,2023-09-05 10:12:21,2023-09-05 10:14:02,23
29_252_649,116,6,预警,2023-09-05 10:11:42,2023-09-05 10:14:04,14
21_253_629,117,14,停止,2023-09-05 10:11:57,2023-09-05 10:14:06,15
23_231_615,111,23,停止,2023-09-05 10:12:28,2023-09-05 10:14:08,29
21_267_692,113,19,预警,2023-09-05 10:12:07,2023-09-05 10:14:10,14
27_300_656,113,20,预警,2023-09-05 10:11:55,2023-09-05 10:14:12,3
26_288_689,112,28,预警,2023-09-05 10:12:30,2023-09-05 10:14:14,21
30_238_632,115,2,停止,2023-09-05 10:13:55,2023-09-05 10:14:16,13
20_271_609,115,29,预警,2023-09-05 10:14:12,2023-09-05 10:14:18,13
20_249_612,117,3,预警,2023-09-05 10:13:07,2023-09-05 10:14:20,17
24_261_606,113,2,预警,2023-09-05 10:12:01,2023-09-05 10:14:22,22
20_284_646,110,29,预警,2023-09-05 10:12:39,2023-09-05 10:14:24,14
26_280_698,110,12,停止,2023-09-05 10:13:55,2023-09-05 10:14:26,12
30_255_694,113,17,停止,2023-09-05 10:12:15,2023-09-05 10:14:28,13
25_285_660,117,16,预警,2023-09-05 10:12:41,2023-09-05 10:14:30,22
22_291_662,114,0,预警,2023-09-05 10:13:47,2023-09-05 10:14:33,16
21_287_667,112,4,停止,2023-09-05 10:13:03,2023-09-05 10:14:35,7
30_234_671,114,20,运行,2023-09-05 10:13:40,2023-09-05 10:14:37,21
21_298_652,113,10,运行,2023-09-05 10:14:10,2023-09-05 10:14:39,3
26_286_673,110,18,预警,2023-09-05 10:12:54,2023-09-05 10:14:41,6
26_240_628,115,11,预警,2023-09-05 10:12:43,2023-09-05 10:14:43,13
20_213_651,111,29,停止,2023-09-05 10:13:21,2023-09-05 10:14:45,23
24_221_615,115,3,停止,2023-09-05 10:12:51,2023-09-05 10:14:47,30
25_232_632,115,8,预警,2023-09-05 10:13:05,2023-09-05 10:14:49,27
24_297_607,111,4,预警,2023-09-05 10:13:35,2023-09-05 10:14:51,24
29_237_676,110,28,预警,2023-09-05 10:14:23,2023-09-05 10:14:53,24
22_215_643,111,7,运行,2023-09-05 10:13:49,2023-09-05 10:14:55,20
25_263_692,113,0,预警,2023-09-05 10:14:50,2023-09-05 10:14:57,9
25_298_651,117,2,停止,2023-09-05 10:13:07,2023-09-05 10:14:59,12
28_257_668,116,7,预警,2023-09-05 10:14:42,2023-09-05 10:15:01,6
30_210_604,112,2,预警,2023-09-05 10:12:50,2023-09-05 10:15:03,16
23_263_630,113,17,运行,2023-09-05 10:14:58,2023-09-05 10:15:05,9
30_241_650,115,2,停止,2023-09-05 10:13:53,2023-09-05 10:15:07,28
27_222_657,113,28,停止,2023-09-05 10:14:21,2023-09-05 10:15:09,30
24_233_660,111,6,预警,2023-09-05 10:14:39,2023-09-05 10:15:11,4
24_292_655,110,11,预警,2023-09-05 10:12:55,2023-09-05 10:15:13,20
26_255_654,116,13,停止,2023-09-05 10:13:57,2023-09-05 10:15:15,15
29_285_618,114,14,停止,2023-09-05 10:14:29,2023-09-05 10:15:17,29
23_249_621,110,25,运行,2023-09-05 10:14:25,2023-09-05 10:15:19,0
22_298_689,110,3,预警,2023-09-05 10:14:55,2023-09-05 10:15:22,26
27_230_624,111,9,预警,2023-09-05 10:13:53,2023-09-05 10:15:24,2
30_270_671,111,3,预警,2023-09-05 10:13:44,2023-09-05 10:15:26,14
20_279_664,111,4,运行,2023-09-05 10:14:04,2023-09-05 10:15:28,14
25_295_667,114,1,预警,2023-09-05 10:15:00,2023-09-05 10:15:30,14
30_283_608,117,16,预警,2023-09-05 10:13:13,2023-09-05 10:15:32,1
29_272_620,116,26,预警,2023-09-05 10:13:28,2023-09-05 10:15:34,21
20_244_632,112,26,停止,2023-09-05 10:14:22,2023-09-05 10:15:36,24
28_280_604,111,12,停止,2023-09-05 10:15:30,2023-09-05 10:15:38,14
21_279_654,111,7,预警,2023-09-05 10:13:25,2023-09-05 10:15:40,19
28_258_685,111,4,预警,2023-09-05 10:14:30,2023-09-05 10:15:42,30
21_214_698,111,5,预警,2023-09-05 10:13:52,2023-09-05 10:15:44,18
21_237_666,109,9,运行,2023-09-05 10:13:37,2023-09-05 10:15:46,11
30_280_659,111,30,停止,2023-09-05 10:14:28,2023-09-05 10:15:48,7
27_292_667,111,28,预警,2023-09-05 10:14:05,2023-09-05 10:15:50,11
20_291_696,114,13,预警,2023-09-05 10:14:18,2023-09-05 10:15:52,1
29_201_696,110,23,预警,2023-09-05 10:15:08,2023-09-05 10:15:54,6
28_225_698,115,19,运行,2023-09-05 10:15:35,2023-09-05 10:15:56,2
25_202_611,113,8,运行,2023-09-05 10:13:51,2023-09-05 10:15:58,14
22_220_667,114,11,预警,2023-09-05 10:14:31,2023-09-05 10:16:00,30
21_202_617,109,25,预警,2023-09-05 10:13:41,2023-09-05 10:16:02,8
29_239_640,112,25,预警,2023-09-05 10:14:23,2023-09-05 10:16:04,14
22_282_692,110,27,预警,2023-09-05 10:15:23,2023-09-05 10:16:06,25
27_233_626,114,26,运行,2023-09-05 10:15:21,2023-09-05 10:16:08,28
30_243_635,112,21,预警,2023-09-05 10:15:41,2023-09-05 10:16:10,0
21_246_646,115,30,预警,2023-09-05 10:14:41,2023-09-05 10:16:12,18
30_263_656,113,11,运行,2023-09-05 10:13:57,2023-09-05 10:16:15,5
27_279_687,112,25,停止,2023-09-05 10:16:02,2023-09-05 10:16:17,1
24_250_639,116,4,运行,2023-09-05 10:14:02,2023-09-05 10:16:19,14
24_229_643,111,23,预警,2023-09-05 10:14:36,2023-09-05 10:16:21,25
20_281_682,117,19,预警,2023-09-05 10:14:42,2023-09-05 10:16:23,19
30_224_629,115,24,停止,2023-09-05 10:15:38,2023-09-05 10:16:25,20
25_225_670,116,25,预警,2023-09-05 10:14:54,2023-09-05 10:16:27,22
28_277_636,112,16,预警,2023-09-05 10:14:10,2023-09-05 10:16:29,19
21_279_647,117,0,预警,2023-09-05 10:16:20,2023-09-05 10:16:31,15
22_277_645,109,13,预警,2023-09-05 10:15:27,2023-09-05 10:16:33,20
29_265_699,109,24,预警,2023-09-05 10:15:55,2023-09-05 10:16:35,2
20_246_624,117,20,停止,2023-09-05 10:15:52,2023-09-05 10:16:37,17
21_263_665,116,1,停止,2023-09-05 10:16:21,2023-09-05 10:16:39,21
23_271_696,114,20,预警,2023-09-05 10:14:29,2023-09-05 10:16:41,28
20_300_684,114,25,预警,2023-09-05 10:16:25,2023-09-05 10:16:43,20
22_227_661,112,2,停止,2023-09-05 10:15:39,2023-09-05 10:16:45,2
24_298_683,115,6,停止,2023-09-05 10:14:26,2023-09-05 10:16:47,8
26_259_693,116,8,停止,2023-09-05 10:15:26,2023-09-05 10:16:49,24
20_245_643,114,19,预警,2023-09-05 10:14:27,2023-09-05 10:16:51,15
27_253_634,110,26,预警,2023-09-05 10:16:33,2023-09-05 10:16:53,12
29_277_685,117,21,停止,2023-09-05 10:14:25,2023-09-05 10:16:55,26
24_277_645,116,15,停止,2023-09-05 10:15:13,2023-09-05 10:16:57,20
25_240_630,109,4,预警,2023-09-05 10:15:33,2023-09-05 10:16:59,0
23_204_641,113,25,预警,2023-09-05 10:16:15,2023-09-05 10:17:01,9
22_208_642,117,17,预警,2023-09-05 10:16:41,2023-09-05 10:17:04,6
22_225_634,115,27,停止,2023-09-05 10:14:41,2023-09-05 10:17:06,16
30_243_624,112,22,预警,2023-09-05 10:15:49,2023-09-05 10:17:08,4
24_243_688,112,13,预警,2023-09-05 10:16:47,2023-09-05 10:17:10,9
25_289_637,112,29,预警,2023-09-05 10:15:46,2023-09-05 10:17:12,18
20_221_610,116,15,预警,2023-09-05 10:15:22,2023-09-05 10:17:14,24
23_209_688,113,18,预警,2023-09-05 10:17:07,2023-09-05 10:17:16,14
26_227_627,113,26,运行,2023-09-05 10:14:48,2023-09-05 10:17:18,2
29_281_634,116,23,预警,2023-09-05 10:15:33,2023-09-05 10:17:20,16
24_261_630,112,23,预警,2023-09-05 10:16:32,2023-09-05 10:17:22,25
23_274_622,109,24,预警,2023-09-05 10:16:16,2023-09-05 10:17:24,2
25_280_693,111,28,预警,2023-09-05 10:15:37,2023-09-05 10:17:26,4
23_270_623,115,27,预警,2023-09-05 10:17:24,2023-09-05 10:17:28,6
28_265_611,112,16,预警,2023-09-05 10:15:49,2023-09-05 10:17:30,30
27_235_631,112,0,预警,2023-09-05 10:16:32,2023-09-05 10:17:32,20
24_208_609,114,9,预警,2023-09-05 10:15:48,2023-09-05 10:17:34,28
30_295_620,112,6,运行,2023-09-05 10:16:11,2023-09-05 10:17:36,18
29_258_689,116,28,停止,2023-09-05 10:16:36,2023-09-05 10:17:38,20
30_256_636,111,8,预警,2023-09-05 10:16:43,2023-09-05 10:17:40,10
29_280_686,113,3,预警,2023-09-05 10:17:32,2023-09-05 10:17:42,7
23_215_695,113,14,预警,2023-09-05 10:15:48,2023-09-05 10:17:44,5
21_287_620,115,10,运行,2023-09-05 10:17:35,2023-09-05 10:17:46,25
27_228_682,111,28,停止,2023-09-05 10:16:36,2023-09-05 10:17:48,15
25_266_700,112,25,预警,2023-09-05 10:17:22,2023-09-05 10:17:51,8
20_282_678,113,5,预警,2023-09-05 10:17:24,2023-09-05 10:17:53,5
29_228_679,114,0,停止,2023-09-05 10:17:03,2023-09-05 10:17:55,18
27_228_677,111,5,停止,2023-09-05 10:15:59,2023-09-05 10:17:57,14
25_266_619,116,21,运行,2023-09-05 10:17:24,2023-09-05 10:17:59,25
22_216_613,116,13,预警,2023-09-05 10:16:55,2023-09-05 10:18:01,4
27_295_600,112,17,预警,2023-09-05 10:17:05,2023-09-05 10:18:03,27
21_210_658,116,17,运行,2023-09-05 10:17:09,2023-09-05 10:18:05,22
30_253_645,114,1,停止,2023-09-05 10:17:45,2023-09-05 10:18:07,8
30_241_696,117,11,预警,2023-09-05 10:16:22,2023-09-05 10:18:09,19
28_277_618,117,0,预警,2023-09-05 10:17:25,2023-09-05 10:18:11,9
29_215_655,109,26,预警,2023-09-05 10:16:30,2023-09-05 10:18:13,29
26_296_627,115,11,预警,2023-09-05 10:17:07,2023-09-05 10:18:15,30
20_226_652,113,19,预警,2023-09-05 10:18:11,2023-09-05 10:18:17,14
30_203_621,115,26,预警,2023-09-05 10:17:44,2023-09-05 10:18:19,20
22_225_693,116,10,预警,2023-09-05 10:16:16,2023-09-05 10:18:21,2
25_268_605,115,20,预警,2023-09-05 10:17:20,2023-09-05 10:18:23,20
25_200_637,115,9,运行,2023-09-05 10:17:52,2023-09-05 10:18:25,0
27_267_689,112,24,运行,2023-09-05 10:17:10,2023-09-05 10:18:27,19
25_285_669,114,5,运行,2023-09-05 10:16:26,2023-09-05 10:18:29,2
29_210_630,110,18,预警,2023-09-05 10:17:26,2023-09-05 10:18:31,4
24_236_619,115,28,预警,2023-09-05 10:17:57,2023-09-05 10:18:33,22
24_263_677,117,4,预警,2023-09-05 10:18:33,2023-09-05 10:18:35,9
24_211_665,109,28,停止,2023-09-05 10:16:53,2023-09-05 10:18:37,5
20_210_684,112,5,预警,2023-09-05 10:16:21,2023-09-05 10:18:40,16
29_229_616,116,29,预警,2023-09-05 10:16:15,2023-09-05 10:18:42,16
22_241_610,112,13,预警,2023-09-05 10:18:02,2023-09-05 10:18:44,9
21_254_614,109,24,停止,2023-09-05 10:17:54,2023-09-05 10:18:46,15
22_223_650,109,12,预警,2023-09-05 10:18:33,2023-09-05 10:18:48,6
23_292_694,114,30,预警,2023-09-05 10:18:49,2023-09-05 10:18:50,3
27_226_672,111,0,预警,2023-09-05 10:17:30,2023-09-05 10:18:52,29
27_280_659,116,2,预警,2023-09-05 10:17:06,2023-09-05 10:18:54,18
29_263_664,113,22,停止,2023-09-05 10:16:36,2023-09-05 10:18:56,2
24_264_665,110,7,停止,2023-09-05 10:18:11,2023-09-05 10:18:58,29
30_227_630,113,26,预警,2023-09-05 10:18:31,2023-09-05 10:19:00,9
20_276_664,117,10,预警,2023-09-05 10:16:36,2023-09-05 10:19:02,8
23_232_604,111,5,预警,2023-09-05 10:16:42,2023-09-05 10:19:04,27
28_228_651,114,21,运行,2023-09-05 10:18:09,2023-09-05 10:19:06,4
26_232_662,111,11,运行,2023-09-05 10:16:54,2023-09-05 10:19:08,12
22_268_689,111,22,预警,2023-09-05 10:18:29,2023-09-05 10:19:10,5
30_299_655,116,23,预警,2023-09-05 10:17:15,2023-09-05 10:19:12,4
25_248_633,111,4,预警,2023-09-05 10:18:30,2023-09-05 10:19:14,30
26_206_626,113,11,预警,2023-09-05 10:18:58,2023-09-05 10:19:16,25
26_219_622,113,5,预警,2023-09-05 10:18:15,2023-09-05 10:19:18,30
30_275_642,115,5,预警,2023-09-05 10:17:11,2023-09-05 10:19:20,17
21_291_609,112,13,预警,2023-09-05 10:18:54,2023-09-05 10:19:22,15
30_270_690,109,0,预警,2023-09-05 10:16:54,2023-09-05 10:19:24,10
29_240_685,109,13,预警,2023-09-05 10:18:15,2023-09-05 10:19:27,30
23_201_655,112,5,停止,2023-09-05 10:18:39,2023-09-05 10:19:29,26
30_238_673,111,21,预警,2023-09-05 10:17:31,2023-09-05 10:19:31,25
26_265_695,113,8,预警,2023-09-05 10:19:33,2023-09-05 10:19:33,25
24_282_624,112,26,预警,2023-09-05 10:17:48,2023-09-05 10:19:35,25
27_286_636,115,27,停止,2023-09-05 10:18:59,2023-09-05 10:19:37,20
27_270_617,114,15,运行,2023-09-05 10:18:25,2023-09-05 10:19:39,3
27_248_642,117,20,预警,2023-09-05 10:17:49,2023-09-05 10:19:41,8
25_289_646,115,23,预警,2023-09-05 10:19:42,2023-09-05 10:19:43,9
20_280_658,116,3,运行,2023-09-05 10:19:27,2023-09-05 10:19:45,2
25_291_662,113,13,运行,2023-09-05 10:17:22,2023-09-05 10:19:47,25
28_250_613,116,24,停止,2023-09-05 10:19:01,2023-09-05 10:19:49,26
28_285_664,116,24,预警,2023-09-05 10:18:17,2023-09-05 10:19:51,2
23_300_609,112,11,预警,2023-09-05 10:19:42,2023-09-05 10:19:53,3
26_267_659,109,14,运行,2023-09-05 10:18:56,2023-09-05 10:19:55,13
29_274_669,115,23,停止,2023-09-05 10:19:39,2023-09-05 10:19:57,9
28_265_651,111,2,停止,2023-09-05 10:19:18,2023-09-05 10:19:59,24
23_279_635,111,21,预警,2023-09-05 10:18:35,2023-09-05 10:20:01,15
23_263_683,117,15,预警,2023-09-05 10:17:55,2023-09-05 10:20:03,21
29_276_627,110,6,预警,2023-09-05 10:17:52,2023-09-05 10:20:05,12
25_300_650,110,25,停止,2023-09-05 10:19:41,2023-09-05 10:20:07,21
21_276_677,109,7,停止,2023-09-05 10:19:27,2023-09-05 10:20:09,2
25_267_642,113,28,预警,2023-09-05 10:18:44,2023-09-05 10:20:11,6
28_298_602,114,3,预警,2023-09-05 10:18:51,2023-09-05 10:20:14,24
29_257_667,114,8,停止,2023-09-05 10:20:02,2023-09-05 10:20:16,29
30_299_669,117,3,停止,2023-09-05 10:17:50,2023-09-05 10:20:18,27
21_242_655,117,14,预警,2023-09-05 10:18:00,2023-09-05 10:20:20,4
25_267_622,109,14,预警,2023-09-05 10:18:35,2023-09-05 10:20:22,22
20_291_664,109,4,预警,2023-09-05 10:18:23,2023-09-05 10:20:24,6
21_299_624,109,16,运行,2023-09-05 10:19:56,2023-09-05 10:20:26,11
23_215_638,115,17,预警,2023-09-05 10:19:19,2023-09-05 10:20:28,11
27_279_614,114,5,预警,2023-09-05 10:19:14,2023-09-05 10:20:30,23
30_266_609,114,2,预警,2023-09-05 10:18:43,2023-09-05 10:20:32,6
21_263_624,112,2,预警,2023-09-05 10:18:34,2023-09-05 10:20:34,4
28_279_681,117,7,运行,2023-09-05 10:19:47,2023-09-05 10:20:36,10
20_237_614,117,2,预警,2023-09-05 10:18:51,2023-09-05 10:20:38,26
22_208_616,116,19,预警,2023-09-05 10:20:04,2023-09-05 10:20:40,16
27_230_601,109,18,预警,2023-09-05 10:18:43,2023-09-05 10:20:42,21
22_296_616,113,22,预警,2023-09-05 10:18:41,2023-09-05 10:20:44,22
21_211_692,116,15,预警,2023-09-05 10:20:24,2023-09-05 10:20:46,11
27_239_680,113,21,预警,2023-09-05 10:18:41,2023-09-05 10:20:48,24
25_298_618,109,13,预警,2023-09-05 10:18:40,2023-09-05 10:20:50,25
25_243_668,112,14,预警,2023-09-05 10:20:51,2023-09-05 10:20:52,23
29_296_681,111,27,预警,2023-09-05 10:18:33,2023-09-05 10:20:54,2
27_226_622,112,28,运行,2023-09-05 10:20:00,2023-09-05 10:20:56,29
25_247_636,114,27,运行,2023-09-05 10:19:44,2023-09-05 10:20:58,7
30_262_629,113,5,预警,2023-09-05 10:18:41,2023-09-05 10:21:01,25
27_214_617,115,10,预警,2023-09-05 10:20:16,2023-09-05 10:21:03,24
26_286_659,112,27,运行,2023-09-05 10:19:49,2023-09-05 10:21:05,0
20_206_605,109,22,停止,2023-09-05 10:19:22,2023-09-05 10:21:07,6
22_263_621,117,28,运行,2023-09-05 10:20:56,2023-09-05 10:21:09,6
20_220_676,111,2,预警,2023-09-05 10:19:41,2023-09-05 10:21:11,2
21_219_657,110,18,预警,2023-09-05 10:19:08,2023-09-05 10:21:13,4
29_233_652,110,25,停止,2023-09-05 10:20:35,2023-09-05 10:21:15,21
29_300_687,110,24,停止,2023-09-05 10:19:46,2023-09-05 10:21:17,0
25_255_699,109,7,运行,2023-09-05 10:19:17,2023-09-05 10:21:19,11
26_278_612,112,12,预警,2023-09-05 10:18:57,2023-09-05 10:21:21,11
26_254_663,114,20,预警,2023-09-05 10:19:17,2023-09-05 10:21:23,12
22_210_630,114,24,停止,2023-09-05 10:21:01,2023-09-05 10:21:25,9
26_264_604,116,13,停止,2023-09-05 10:20:36,2023-09-05 10:21:27,30
28_260_619,109,26,停止,2023-09-05 10:21:21,2023-09-05 10:21:29,21
25_273_674,113,18,预警,2023-09-05 10:19:58,2023-09-05 10:21:31,10
22_274_694,113,10,预警,2023-09-05 10:19:46,2023-09-05 10:21:33,14
26_204_685,111,29,停止,2023-09-05 10:19:15,2023-09-05 10:21:35,18
28_252_694,109,18,停止,2023-09-05 10:21:03,2023-09-05 10:21:37,11
23_210_669,112,2,停止,2023-09-05 10:20:58,2023-09-05 10:21:39,24
28_271_675,112,10,预警,2023-09-05 10:19:55,2023-09-05 10:21:41,7
20_262_696,112,18,预警,2023-09-05 10:20:07,2023-09-05 10:21:43,23
28_215_663,112,16,停止,2023-09-05 10:21:43,2023-09-05 10:21:45,29
29_296_631,112,30,停止,2023-09-05 10:20:37,2023-09-05 10:21:47,13
27_277_628,115,27,预警,2023-09-05 10:21:10,2023-09-05 10:21:50,17
25_293_607,110,6,预警,2023-09-05 10:19:49,2023-09-05 10:21:52,23
26_292_693,111,28,预警,2023-09-05 10:20:15,2023-09-05 10:21:54,11
27_245_640,113,25,停止,2023-09-05 10:20:20,2023-09-05 10:21:56,6
30_236_676,114,7,预警,2023-09-05 10:19:28,2023-09-05 10:21:58,27
28_296_638,109,25,预警,2023-09-05 10:19:59,2023-09-05 10:22:00,17
30_278_600,113,12,预警,2023-09-05 10:22:01,2023-09-05 10:22:02,15
28_238_676,114,6,预警,2023-09-05 10:21:59,2023-09-05 10:22:04,14
30_286_626,110,16,停止,2023-09-05 10:19:56,2023-09-05 10:22:06,15
26_233_631,115,21,停止,2023-09-05 10:21:25,2023-09-05 10:22:08,9
24_200_687,109,11,预警,2023-09-05 10:19:47,2023-09-05 10:22:10,8
27_292_654,111,10,预警,2023-09-05 10:21:26,2023-09-05 10:22:12,16
30_258_618,113,13,预警,2023-09-05 10:22:03,2023-09-05 10:22:14,17
22_297_688,113,26,运行,2023-09-05 10:20:26,2023-09-05 10:22:16,22
21_222_698,112,2,停止,2023-09-05 10:21:09,2023-09-05 10:22:18,1
20_217_665,112,19,预警,2023-09-05 10:21:26,2023-09-05 10:22:20,8
24_217_671,113,4,预警,2023-09-05 10:20:41,2023-09-05 10:22:22,24
26_260_649,116,23,预警,2023-09-05 10:21:48,2023-09-05 10:22:24,0
20_228_633,117,12,预警,2023-09-05 10:21:34,2023-09-05 10:22:26,12
23_263_605,115,8,运行,2023-09-05 10:21:51,2023-09-05 10:22:28,8
22_213_678,115,10,预警,2023-09-05 10:21:07,2023-09-05 10:22:30,16
29_273_633,111,18,预警,2023-09-05 10:20:37,2023-09-05 10:22:33,9
